type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
INS	0	0	10986	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	0	0	18970	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	geno	0.5
INS	0	0	10986	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	geno	0.5
DEL	0	0	7984	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	all	geno	0.5
Total	125	6593	2818	6460	0.9814	0.6963	0.8146	0	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	55	3322	2077	3195	0.9837	0.606	0.75	0	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3271	741	3265	0.979	0.815	0.8895	0	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	124	6563	2848	6430	0.9815	0.693	0.8124	2	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	54	3304	2095	3177	0.9839	0.6026	0.7474	2	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3259	753	3253	0.979	0.812	0.8877	2	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	123	6544	2867	6411	0.9816	0.691	0.8111	3	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	53	3285	2114	3158	0.9841	0.599	0.7447	3	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3259	753	3253	0.979	0.812	0.8877	3	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	122	6485	2926	6352	0.9815	0.6846	0.8066	4	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	52	3251	2148	3124	0.9843	0.5926	0.7398	4	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3234	778	3228	0.9788	0.8058	0.8839	4	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	121	6473	2938	6340	0.9816	0.6833	0.8057	5	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	51	3239	2160	3112	0.9845	0.5903	0.7381	5	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3234	778	3228	0.9788	0.8058	0.8839	5	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	119	6404	3005	6273	0.9818	0.6761	0.8008	7	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	49	3195	2202	3070	0.9849	0.5823	0.7319	7	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	70	3209	803	3203	0.9787	0.7996	0.8801	7	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	113	6216	3186	6092	0.9821	0.6566	0.787	10	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	46	3048	2342	2930	0.9851	0.5558	0.7106	10	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	67	3168	844	3162	0.9793	0.7893	0.8741	10	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	111	6183	3219	6059	0.9824	0.6531	0.7846	12	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	44	3015	2375	2897	0.9856	0.5495	0.7056	12	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	67	3168	844	3162	0.9793	0.7893	0.8741	12	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	101	5990	3405	5873	0.9834	0.633	0.7702	14	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	38	2890	2495	2777	0.987	0.5267	0.6869	14	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	63	3100	910	3096	0.9801	0.7728	0.8642	14	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	89	5669	3710	5568	0.9845	0.6001	0.7457	21	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	32	2671	2698	2574	0.9882	0.4882	0.6535	21	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	57	2998	1012	2994	0.9813	0.7474	0.8485	21	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	80	5373	3991	5287	0.9853	0.5698	0.722	27	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	28	2499	2857	2415	0.9889	0.4581	0.6261	27	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	52	2874	1134	2872	0.9822	0.7169	0.8288	27	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	68	4973	4389	4889	0.9865	0.5269	0.6869	35	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	21	2264	3090	2182	0.9908	0.4139	0.5839	35	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	47	2709	1299	2707	0.9829	0.6757	0.8009	35	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	59	4525	4828	4450	0.9871	0.4796	0.6455	45	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	18	1999	3347	1925	0.9911	0.3651	0.5336	45	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	41	2526	1481	2525	0.984	0.6303	0.7684	45	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	48	4230	5113	4165	0.9888	0.4489	0.6175	50	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	12	1840	3496	1776	0.9935	0.3369	0.5032	50	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	36	2390	1617	2389	0.9852	0.5964	0.743	50	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	38	3779	5553	3725	0.99	0.4015	0.5713	60	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	8	1596	3728	1544	0.995	0.2929	0.4526	60	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	30	2183	1825	2181	0.9864	0.5444	0.7016	60	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	24	3141	6167	3111	0.9924	0.3353	0.5012	75	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	5	1288	4013	1259	0.9961	0.2388	0.3852	75	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	19	1853	2154	1852	0.9899	0.4623	0.6303	75	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	17	2498	6805	2473	0.9932	0.2665	0.4202	90	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	3	1044	4252	1020	0.9971	0.1935	0.3241	90	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	14	1454	2553	1453	0.9905	0.3627	0.531	90	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	12	2184	7117	2161	0.9945	0.2329	0.3774	99	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	3	937	4357	915	0.9968	0.1736	0.2957	99	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	9	1247	2760	1246	0.9928	0.311	0.4736	99	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	0	0	9278	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	call	0.5
INS	0	0	5272	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	call	0.5
DEL	0	0	4006	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	call	0.5
Total	696	6020	3356	5922	0.8964	0.6383	0.7456	0	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	391	2985	2383	2888	0.8842	0.5479	0.6766	0	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	305	3035	973	3034	0.9087	0.7572	0.8261	0	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	685	6000	3376	5902	0.8975	0.6361	0.7445	2	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	380	2977	2391	2880	0.8868	0.5464	0.6762	2	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	305	3023	985	3022	0.9084	0.7542	0.8241	2	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	678	5987	3389	5889	0.8983	0.6347	0.7438	3	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	373	2964	2404	2867	0.8882	0.5439	0.6747	3	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	305	3023	985	3022	0.9084	0.7542	0.8241	3	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	647	5958	3418	5860	0.902	0.6316	0.743	4	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	357	2945	2423	2848	0.8919	0.5403	0.6729	4	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	290	3013	995	3012	0.9122	0.7517	0.8242	4	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	637	5955	3421	5857	0.9034	0.6313	0.7432	5	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	347	2942	2426	2845	0.8945	0.5397	0.6732	5	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	290	3013	995	3012	0.9122	0.7517	0.8242	5	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	606	5915	3460	5818	0.9071	0.6271	0.7415	7	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	323	2920	2447	2824	0.9004	0.5358	0.6718	7	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	283	2995	1013	2994	0.9137	0.7472	0.8221	7	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	544	5783	3589	5689	0.914	0.6132	0.734	10	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	279	2814	2550	2721	0.9098	0.5162	0.6587	10	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	265	2969	1039	2968	0.9181	0.7407	0.8199	10	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	531	5761	3611	5667	0.9156	0.6108	0.7328	12	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	266	2792	2572	2699	0.913	0.512	0.6561	12	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	265	2969	1039	2968	0.9181	0.7407	0.8199	12	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	461	5628	3741	5537	0.9243	0.5968	0.7253	14	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	229	2698	2663	2608	0.9218	0.4948	0.6439	14	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	232	2930	1078	2929	0.9266	0.731	0.8173	14	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	396	5360	3998	5280	0.9312	0.5691	0.7065	21	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	195	2507	2843	2428	0.9278	0.4606	0.6156	21	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	201	2853	1155	2852	0.9342	0.7118	0.808	21	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	333	5118	4231	5047	0.9389	0.544	0.6889	27	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	161	2365	2976	2295	0.9363	0.4354	0.5944	27	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	172	2753	1255	2752	0.9412	0.6868	0.7941	27	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	264	4775	4568	4710	0.9476	0.5077	0.6612	35	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	129	2155	3180	2091	0.9435	0.3967	0.5586	35	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	135	2620	1388	2619	0.951	0.6536	0.7747	35	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	217	4365	4971	4307	0.9526	0.4642	0.6242	45	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	115	1901	3427	1844	0.943	0.3498	0.5103	45	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	102	2464	1544	2463	0.9602	0.6147	0.7496	45	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	179	4097	5229	4049	0.9581	0.4364	0.5997	50	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	99	1752	3566	1705	0.9465	0.3235	0.4822	50	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	80	2345	1663	2344	0.967	0.585	0.729	50	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	138	3679	5638	3640	0.9638	0.3923	0.5576	60	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	80	1524	3785	1486	0.9501	0.2819	0.4348	60	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	58	2155	1853	2154	0.9738	0.5376	0.6928	60	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	100	3064	6233	3045	0.9684	0.3282	0.4902	75	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	64	1229	4061	1210	0.9505	0.2296	0.3699	75	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	36	1835	2172	1835	0.9808	0.4579	0.6243	75	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	78	2436	6857	2421	0.969	0.2609	0.4111	90	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	54	992	4294	977	0.9484	0.1854	0.3102	90	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	24	1444	2563	1444	0.9837	0.3604	0.5275	90	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	69	2126	7165	2113	0.9686	0.2277	0.3687	99	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	50	889	4395	876	0.9468	0.1662	0.2828	99	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	19	1237	2770	1237	0.9849	0.3087	0.4701	99	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	110	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	133	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	167	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	180	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	250	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	350	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	450	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	550	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
Total	0	0	9278	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
INS	0	0	5271	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
DEL	0	0	4007	0	NA	0	NA	650	giab5	graphtyper_nodup	HG002	highconf	geno	0.5
