type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
INS	623	1151	11918	1495	0.6488	0.1115	0.1903	133	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	204	1409	11258	1582	0.8735	0.1232	0.2159	133	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	573	1713	24145	2108	0.7493	0.0803	0.1451	167	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	431	768	12380	1033	0.6405	0.077	0.1375	167	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	142	945	11765	1075	0.8694	0.0837	0.1527	167	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	478	1493	24421	1832	0.7575	0.0698	0.1278	180	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	365	668	12520	893	0.6467	0.0666	0.1208	180	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	113	825	11901	939	0.8795	0.0731	0.135	180	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	191	514	25561	692	0.7291	0.0264	0.051	250	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	148	276	13018	395	0.6509	0.0294	0.0563	250	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	43	238	12543	297	0.847	0.0231	0.045	250	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	0	0	26253	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	call	0.5
INS	0	0	13413	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	call	0.5
DEL	0	0	12840	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	call	0.5
Total	14701	13411	8804	13411	0.4771	0.6037	0.533	0	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	9957	6436	4190	6436	0.3926	0.6057	0.4764	0	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	4744	6975	4614	6975	0.5952	0.6019	0.5985	0	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	10959	11715	10500	11715	0.5167	0.5273	0.5219	2	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	7696	5633	4993	5633	0.4226	0.5301	0.4703	2	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	3263	6082	5507	6082	0.6508	0.5248	0.581	2	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	10527	11524	10691	11524	0.5226	0.5187	0.5206	3	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	7394	5523	5103	5523	0.4276	0.5198	0.4692	3	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	3133	6001	5588	6001	0.657	0.5178	0.5792	3	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	9837	11243	10972	11243	0.5333	0.5061	0.5193	4	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	6868	5338	5288	5338	0.4373	0.5024	0.4676	4	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2969	5905	5684	5905	0.6654	0.5095	0.5771	4	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	9574	11132	11083	11132	0.5376	0.5011	0.5187	5	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	6682	5275	5351	5275	0.4412	0.4964	0.4672	5	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2892	5857	5732	5857	0.6694	0.5054	0.576	5	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	9150	10931	11284	10931	0.5443	0.4921	0.5169	7	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	6400	5167	5459	5167	0.4467	0.4863	0.4657	7	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2750	5764	5825	5764	0.677	0.4974	0.5735	7	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	8335	10484	11731	10484	0.5571	0.4719	0.511	10	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	5848	4917	5709	4917	0.4568	0.4627	0.4597	10	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2487	5567	6022	5567	0.6912	0.4804	0.5668	10	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	8037	10328	11887	10328	0.5624	0.4649	0.509	12	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	5636	4826	5800	4826	0.4613	0.4542	0.4577	12	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2401	5502	6087	5502	0.6962	0.4748	0.5646	12	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	7550	9999	12216	9999	0.5698	0.4501	0.5029	14	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	5271	4622	6004	4622	0.4672	0.435	0.4505	14	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	2279	5377	6212	5377	0.7023	0.464	0.5588	14	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	6321	9089	13126	9089	0.5898	0.4091	0.4831	21	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	4411	4120	6506	4120	0.4829	0.3877	0.4301	21	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	1910	4969	6620	4969	0.7223	0.4288	0.5381	21	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	5033	8117	14098	8117	0.6173	0.3654	0.4591	27	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	3531	3633	6993	3633	0.5071	0.3419	0.4084	27	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	1502	4484	7105	4484	0.7491	0.3869	0.5103	27	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	4465	7492	14723	7492	0.6266	0.3372	0.4385	35	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	3132	3290	7336	3290	0.5123	0.3096	0.386	35	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	1333	4202	7387	4202	0.7592	0.3626	0.4908	35	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	3688	6535	15680	6535	0.6392	0.2942	0.4029	45	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	2588	2825	7801	2825	0.5219	0.2659	0.3523	45	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	1100	3710	7879	3710	0.7713	0.3201	0.4524	45	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	3253	5970	16245	5970	0.6473	0.2687	0.3798	50	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	2281	2570	8056	2570	0.5298	0.2419	0.3321	50	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	972	3400	8189	3400	0.7777	0.2934	0.4261	50	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	2735	5220	16995	5220	0.6562	0.235	0.3461	60	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	1925	2234	8392	2234	0.5371	0.2102	0.3022	60	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	810	2986	8603	2986	0.7866	0.2577	0.3882	60	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	2101	4128	18087	4128	0.6627	0.1858	0.2902	75	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	1472	1777	8849	1777	0.5469	0.1672	0.2561	75	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	629	2351	9238	2351	0.7889	0.2029	0.3228	75	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	1760	3470	18745	3470	0.6635	0.1562	0.2529	90	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	1234	1483	9143	1483	0.5458	0.1396	0.2223	90	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	526	1987	9602	1987	0.7907	0.1715	0.2819	90	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	1566	3146	19069	3146	0.6677	0.1416	0.2336	99	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	1107	1330	9296	1330	0.5458	0.1252	0.2037	99	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	459	1816	9773	1816	0.7982	0.1567	0.262	99	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	1377	2833	19382	2833	0.6729	0.1275	0.2144	110	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	979	1185	9441	1185	0.5476	0.1115	0.1853	110	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	398	1648	9941	1648	0.8055	0.1422	0.2417	110	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	1041	2108	20107	2108	0.6694	0.0949	0.1662	133	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	737	869	9757	869	0.5411	0.0818	0.1421	133	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	304	1239	10350	1239	0.803	0.1069	0.1887	133	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	699	1409	20806	1409	0.6684	0.0634	0.1158	167	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	495	571	10055	571	0.5356	0.0537	0.0976	167	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	204	838	10751	838	0.8042	0.0723	0.1327	167	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	594	1229	20986	1229	0.6742	0.0553	0.1022	180	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	424	499	10127	499	0.5406	0.047	0.0865	180	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	170	730	10859	730	0.8111	0.063	0.1169	180	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	233	399	21816	399	0.6313	0.018	0.035	250	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	176	197	10429	197	0.5282	0.0185	0.0357	250	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	57	202	11387	202	0.7799	0.0174	0.034	250	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	0	0	22215	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
INS	0	0	10626	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
DEL	0	0	11589	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	all	geno	0.5
Total	1283	5996	784	6848	0.8237	0.8973	0.8589	0	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	1122	3247	314	3989	0.7432	0.927	0.825	0	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	161	2749	470	2859	0.9447	0.8588	0.8997	0	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1209	5757	1031	6601	0.8264	0.8649	0.8452	2	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	1056	3062	498	3805	0.7436	0.8843	0.8079	2	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	153	2695	533	2796	0.9463	0.8399	0.8899	2	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1180	5690	1114	6518	0.8282	0.854	0.8409	3	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	1034	3014	560	3743	0.7446	0.8699	0.8024	3	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	146	2676	554	2775	0.9483	0.8336	0.8873	3	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1143	5582	1256	6376	0.83	0.8354	0.8327	4	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	1000	2917	691	3612	0.7447	0.8394	0.7892	4	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	143	2665	565	2764	0.9491	0.8303	0.8857	4	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1116	5561	1290	6342	0.8329	0.831	0.8319	5	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	973	2897	722	3581	0.7486	0.8322	0.7882	5	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	143	2664	568	2761	0.9491	0.8294	0.8852	5	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1092	5506	1368	6264	0.8345	0.8208	0.8276	7	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	951	2849	792	3511	0.7497	0.8159	0.7814	7	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	141	2657	576	2753	0.9496	0.827	0.8841	7	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1008	5348	1587	6045	0.8414	0.7921	0.816	10	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	881	2723	978	3325	0.7555	0.7727	0.764	10	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	127	2625	609	2720	0.9539	0.8171	0.8802	10	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	991	5313	1634	5998	0.8428	0.7859	0.8134	12	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	867	2693	1019	3284	0.7565	0.7632	0.7598	12	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	124	2620	615	2714	0.9548	0.8153	0.8796	12	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	955	5167	1837	5795	0.844	0.7593	0.7994	14	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	834	2568	1201	3102	0.7549	0.7209	0.7375	14	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	121	2599	636	2693	0.9555	0.809	0.8762	14	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	866	4844	2256	5376	0.8483	0.7044	0.7697	21	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	758	2332	1522	2781	0.7547	0.6463	0.6963	21	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	108	2512	734	2595	0.9588	0.7795	0.8599	21	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	781	4565	2625	5007	0.8539	0.6561	0.742	27	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	683	2129	1811	2492	0.7571	0.5791	0.6562	27	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	98	2436	814	2515	0.9613	0.7555	0.8461	27	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	736	4219	3063	4569	0.8515	0.5987	0.7031	35	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	641	1911	2114	2189	0.7488	0.5087	0.6058	35	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	95	2308	949	2380	0.9605	0.7149	0.8197	35	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	636	3687	3690	3942	0.8529	0.5165	0.6434	45	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	549	1644	2462	1841	0.7497	0.4278	0.5448	45	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	87	2043	1228	2101	0.9592	0.6311	0.7613	45	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	581	3399	4029	3603	0.854	0.4721	0.6081	50	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	495	1496	2651	1652	0.7514	0.3839	0.5082	50	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	86	1903	1378	1951	0.9568	0.5861	0.7269	50	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	506	2949	4539	3093	0.8535	0.4053	0.5496	60	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	428	1297	2893	1410	0.7519	0.3277	0.4565	60	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	78	1652	1646	1683	0.9549	0.5056	0.6611	60	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	405	2339	5223	2409	0.8524	0.3156	0.4606	75	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	333	1038	3211	1092	0.7571	0.2538	0.3802	75	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	72	1301	2012	1317	0.9476	0.3956	0.5582	75	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	334	1937	5651	1981	0.8529	0.2596	0.398	90	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	275	839	3430	873	0.7531	0.2029	0.3197	90	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	59	1098	2221	1108	0.949	0.3328	0.4928	90	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	309	1777	5818	1814	0.8519	0.2377	0.3717	99	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	252	750	3523	780	0.7485	0.1813	0.2919	99	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	57	1027	2295	1034	0.9474	0.3106	0.4678	99	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	288	1591	6011	1621	0.8467	0.2124	0.3396	110	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	233	655	3625	678	0.7376	0.1576	0.2597	110	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	55	936	2386	943	0.9445	0.2833	0.4359	110	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	222	1184	6432	1200	0.8421	0.1572	0.2649	133	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	176	457	3835	468	0.722	0.1088	0.1891	133	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	46	727	2597	732	0.9405	0.2199	0.3565	133	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	158	799	6822	810	0.8349	0.1061	0.1883	167	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	124	286	4009	294	0.6976	0.0683	0.1244	167	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	34	513	2813	516	0.9378	0.155	0.266	167	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	132	704	6919	713	0.8421	0.0934	0.1681	180	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	107	249	4048	255	0.6994	0.0593	0.1093	180	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	25	455	2871	458	0.9479	0.1376	0.2403	180	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	44	217	7413	219	0.8314	0.0287	0.0555	250	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	37	84	4218	85	0.6942	0.0198	0.0385	250	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	7	133	3195	134	0.95	0.0403	0.0773	250	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	0	0	7632	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	0	0	4303	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	0	0	3329	0	NA	0	NA	350	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	0	0	7632	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	0	0	4303	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	0	0	3329	0	NA	0	NA	450	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	0	0	7632	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	0	0	4303	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	0	0	3329	0	NA	0	NA	550	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	0	0	7632	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
INS	0	0	4303	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
DEL	0	0	3329	0	NA	0	NA	650	hgsvc	hsvlr_graph	NA19240	highconf	call	0.5
Total	1859	5287	1292	5240	0.7399	0.8022	0.7698	0	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1540	2705	674	2662	0.6372	0.798	0.7086	0	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	319	2582	618	2578	0.89	0.8066	0.8463	0	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1724	5147	1423	5109	0.7491	0.7821	0.7652	2	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1422	2608	762	2574	0.6471	0.7716	0.7039	2	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	302	2539	661	2535	0.8937	0.7932	0.8405	2	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1668	5108	1459	5073	0.7538	0.7766	0.765	3	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1379	2582	785	2551	0.6519	0.7647	0.7038	3	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	289	2526	674	2522	0.8973	0.7891	0.8397	3	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1596	5036	1529	5003	0.7593	0.7659	0.7626	4	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1313	2518	847	2489	0.6573	0.7461	0.6989	4	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	283	2518	682	2514	0.899	0.7866	0.8391	4	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1562	5022	1542	4990	0.7628	0.7639	0.7633	5	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1279	2505	859	2477	0.662	0.7425	0.6999	5	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	283	2517	683	2513	0.8989	0.7863	0.8388	5	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1517	4991	1573	4959	0.7669	0.7592	0.763	7	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1238	2479	885	2451	0.6669	0.7347	0.6992	7	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	279	2512	688	2508	0.9	0.7847	0.8384	7	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1397	4875	1684	4848	0.7773	0.7422	0.7593	10	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1139	2388	972	2364	0.6771	0.7086	0.6925	10	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	258	2487	712	2484	0.906	0.7772	0.8367	10	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1375	4845	1714	4818	0.7789	0.7376	0.7577	12	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1120	2363	997	2339	0.6784	0.7011	0.6896	12	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	255	2482	717	2479	0.9068	0.7757	0.8361	12	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1304	4737	1819	4713	0.7841	0.7215	0.7515	14	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	1055	2273	1084	2252	0.683	0.6751	0.679	14	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	249	2464	735	2461	0.9082	0.77	0.8334	14	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1177	4468	2082	4450	0.7915	0.6813	0.7323	21	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	952	2080	1272	2064	0.686	0.6187	0.6506	21	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	225	2388	810	2386	0.9139	0.7466	0.8218	21	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	1052	4239	2307	4225	0.8012	0.6468	0.7158	27	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	843	1921	1427	1909	0.695	0.5722	0.6276	27	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	209	2318	880	2316	0.9173	0.7247	0.8097	27	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	973	3932	2610	3922	0.8016	0.6004	0.6866	35	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	774	1735	1609	1727	0.6915	0.5177	0.5921	35	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	199	2197	1001	2195	0.9169	0.6868	0.7853	35	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	826	3449	3091	3441	0.8068	0.5268	0.6374	45	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	655	1496	1846	1490	0.6955	0.4466	0.5439	45	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	171	1953	1245	1951	0.9195	0.6105	0.7338	45	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	755	3189	3350	3182	0.8086	0.4871	0.608	50	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	588	1371	1970	1366	0.6998	0.4095	0.5167	50	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	167	1818	1380	1816	0.9159	0.5682	0.7013	50	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	659	2764	3772	2760	0.8075	0.4225	0.5547	60	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	505	1191	2147	1189	0.7022	0.3564	0.4728	60	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	154	1573	1625	1571	0.9108	0.4916	0.6385	60	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	522	2202	4334	2198	0.8084	0.3365	0.4752	75	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	391	963	2375	961	0.7112	0.2881	0.4101	75	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
DEL	131	1239	1959	1237	0.9044	0.387	0.5421	75	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
Total	436	1817	4719	1813	0.8065	0.2776	0.413	90	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
INS	324	777	2561	775	0.7057	0.2323	0.3495	90	hgsvc	hsvlr_graph	NA19240	highconf	geno	0.5
